fetched_at,source_updated_at,venue,current_count,comfortable_count,capacity_count
2026-08-02T15:05:00+08:00,,健身中心,38,80,161
2026-08-02T15:05:00+08:00,,室內游泳池,19,50,130
2026-08-02T15:10:00+08:00,,健身中心,36,80,161
2026-08-02T15:10:00+08:00,,室內游泳池,18,50,130
2026-08-02T15:15:00+08:00,,健身中心,34,80,161
2026-08-02T15:15:00+08:00,,室內游泳池,20,50,130
2026-08-02T15:20:00+08:00,,健身中心,36,80,161
2026-08-02T15:20:00+08:00,,室內游泳池,21,50,130
2026-08-02T15:25:00+08:00,,健身中心,42,80,161
2026-08-02T15:25:00+08:00,,室內游泳池,21,50,130
2026-08-02T15:30:00+08:00,,健身中心,47,80,161
2026-08-02T15:30:00+08:00,,室內游泳池,21,50,130
2026-08-02T15:35:00+08:00,,健身中心,49,80,161
2026-08-02T15:35:00+08:00,,室內游泳池,23,50,130
2026-08-02T15:40:00+08:00,,健身中心,54,80,161
2026-08-02T15:40:00+08:00,,室內游泳池,25,50,130
2026-08-02T15:45:00+08:00,,健身中心,54,80,161
2026-08-02T15:45:00+08:00,,室內游泳池,26,50,130
2026-08-02T15:50:00+08:00,,健身中心,53,80,161
2026-08-02T15:50:00+08:00,,室內游泳池,28,50,130
2026-08-02T15:55:00+08:00,,健身中心,57,80,161
2026-08-02T15:55:00+08:00,,室內游泳池,29,50,130
2026-08-02T16:00:00+08:00,,健身中心,57,80,161
2026-08-02T16:00:00+08:00,,室內游泳池,28,50,130
2026-08-02T16:05:00+08:00,,健身中心,62,80,161
2026-08-02T16:05:00+08:00,,室內游泳池,30,50,130
2026-08-02T16:10:00+08:00,,健身中心,63,80,161
2026-08-02T16:10:00+08:00,,室內游泳池,35,50,130
2026-08-02T16:15:00+08:00,,健身中心,60,80,161
2026-08-02T16:15:00+08:00,,室內游泳池,37,50,130
2026-08-02T16:20:00+08:00,,健身中心,58,80,161
2026-08-02T16:20:00+08:00,,室內游泳池,34,50,130
2026-08-02T16:25:00+08:00,,健身中心,65,80,161
2026-08-02T16:25:00+08:00,,室內游泳池,35,50,130
2026-08-02T16:30:00+08:00,,健身中心,63,80,161
2026-08-02T16:30:00+08:00,,室內游泳池,36,50,130
2026-08-02T16:35:00+08:00,,健身中心,65,80,161
2026-08-02T16:35:00+08:00,,室內游泳池,37,50,130
2026-08-02T16:40:00+08:00,,健身中心,63,80,161
2026-08-02T16:40:00+08:00,,室內游泳池,37,50,130
2026-08-02T16:45:00+08:00,,健身中心,65,80,161
2026-08-02T16:45:00+08:00,,室內游泳池,38,50,130
2026-08-02T16:50:00+08:00,,健身中心,64,80,161
2026-08-02T16:50:00+08:00,,室內游泳池,34,50,130
2026-08-02T16:55:00+08:00,,健身中心,62,80,161
2026-08-02T16:55:00+08:00,,室內游泳池,33,50,130
2026-08-02T17:00:00+08:00,,健身中心,58,80,161
2026-08-02T17:00:00+08:00,,室內游泳池,33,50,130
2026-08-02T17:05:00+08:00,,健身中心,57,80,161
2026-08-02T17:05:00+08:00,,室內游泳池,30,50,130
2026-08-02T17:10:00+08:00,,健身中心,53,80,161
2026-08-02T17:10:00+08:00,,室內游泳池,30,50,130
2026-08-02T17:15:00+08:00,,健身中心,51,80,161
2026-08-02T17:15:00+08:00,,室內游泳池,28,50,130
2026-08-02T17:20:00+08:00,,健身中心,51,80,161
2026-08-02T17:20:00+08:00,,室內游泳池,27,50,130
2026-08-02T17:25:00+08:00,,健身中心,50,80,161
2026-08-02T17:25:00+08:00,,室內游泳池,26,50,130
2026-08-02T17:30:00+08:00,,健身中心,47,80,161
2026-08-02T17:30:00+08:00,,室內游泳池,25,50,130
2026-08-02T17:35:00+08:00,,健身中心,44,80,161
2026-08-02T17:35:00+08:00,,室內游泳池,21,50,130
2026-08-02T17:40:00+08:00,,健身中心,42,80,161
2026-08-02T17:40:00+08:00,,室內游泳池,20,50,130
2026-08-02T17:45:00+08:00,,健身中心,35,80,161
2026-08-02T17:45:00+08:00,,室內游泳池,17,50,130
2026-08-02T17:50:00+08:00,,健身中心,32,80,161
2026-08-02T17:50:00+08:00,,室內游泳池,15,50,130
2026-08-02T17:55:00+08:00,,健身中心,19,80,161
2026-08-02T17:55:00+08:00,,室內游泳池,11,50,130
2026-08-03T06:00:00+08:00,,健身中心,2,80,161
2026-08-03T06:00:00+08:00,,室內游泳池,3,50,130
2026-08-03T06:05:00+08:00,,健身中心,3,80,161
2026-08-03T06:05:00+08:00,,室內游泳池,3,50,130
2026-08-03T06:10:00+08:00,,健身中心,4,80,161
2026-08-03T06:10:00+08:00,,室內游泳池,5,50,130
2026-08-03T06:15:00+08:00,,健身中心,5,80,161
2026-08-03T06:15:00+08:00,,室內游泳池,8,50,130
2026-08-03T06:20:00+08:00,,健身中心,4,80,161
2026-08-03T06:20:00+08:00,,室內游泳池,8,50,130
2026-08-03T06:25:00+08:00,,健身中心,5,80,161
2026-08-03T06:25:00+08:00,,室內游泳池,8,50,130
2026-08-03T06:30:00+08:00,,健身中心,6,80,161
2026-08-03T06:30:00+08:00,,室內游泳池,8,50,130
2026-08-03T06:35:00+08:00,,健身中心,7,80,161
2026-08-03T06:35:00+08:00,,室內游泳池,9,50,130
2026-08-03T06:40:00+08:00,,健身中心,7,80,161
2026-08-03T06:40:00+08:00,,室內游泳池,9,50,130
2026-08-03T06:45:00+08:00,,健身中心,7,80,161
2026-08-03T06:45:00+08:00,,室內游泳池,9,50,130
2026-08-03T06:50:00+08:00,,健身中心,7,80,161
2026-08-03T06:50:00+08:00,,室內游泳池,9,50,130
2026-08-03T06:55:00+08:00,,健身中心,9,80,161
2026-08-03T06:55:00+08:00,,室內游泳池,9,50,130
2026-08-03T07:00:00+08:00,,健身中心,9,80,161
2026-08-03T07:00:00+08:00,,室內游泳池,7,50,130
2026-08-03T07:05:00+08:00,,健身中心,9,80,161
2026-08-03T07:05:00+08:00,,室內游泳池,8,50,130
2026-08-03T07:10:00+08:00,,健身中心,8,80,161
2026-08-03T07:10:00+08:00,,室內游泳池,9,50,130
2026-08-03T07:15:00+08:00,,健身中心,9,80,161
2026-08-03T07:15:00+08:00,,室內游泳池,7,50,130
2026-08-03T07:20:00+08:00,,健身中心,10,80,161
2026-08-03T07:20:00+08:00,,室內游泳池,8,50,130
2026-08-03T07:25:00+08:00,,健身中心,8,80,161
2026-08-03T07:25:00+08:00,,室內游泳池,8,50,130
2026-08-03T07:30:00+08:00,,健身中心,8,80,161
2026-08-03T07:30:00+08:00,,室內游泳池,6,50,130
2026-08-03T07:35:00+08:00,,健身中心,8,80,161
2026-08-03T07:35:00+08:00,,室內游泳池,7,50,130
2026-08-03T07:40:00+08:00,,健身中心,7,80,161
2026-08-03T07:40:00+08:00,,室內游泳池,8,50,130
2026-08-03T07:45:00+08:00,,健身中心,6,80,161
2026-08-03T07:45:00+08:00,,室內游泳池,7,50,130
2026-08-03T07:50:00+08:00,,健身中心,6,80,161
2026-08-03T07:50:00+08:00,,室內游泳池,9,50,130
2026-08-03T07:55:00+08:00,,健身中心,7,80,161
2026-08-03T07:55:00+08:00,,室內游泳池,9,50,130
2026-08-03T08:00:00+08:00,,健身中心,8,80,161
2026-08-03T08:00:00+08:00,,室內游泳池,10,50,130
2026-08-03T08:05:00+08:00,,健身中心,9,80,161
2026-08-03T08:05:00+08:00,,室內游泳池,9,50,130
2026-08-03T08:10:00+08:00,,健身中心,13,80,161
2026-08-03T08:10:00+08:00,,室內游泳池,9,50,130
2026-08-03T08:15:00+08:00,,健身中心,14,80,161
2026-08-03T08:15:00+08:00,,室內游泳池,10,50,130
2026-08-03T08:20:00+08:00,,健身中心,16,80,161
2026-08-03T08:20:00+08:00,,室內游泳池,10,50,130
2026-08-03T08:25:00+08:00,,健身中心,15,80,161
2026-08-03T08:25:00+08:00,,室內游泳池,10,50,130
2026-08-03T08:30:00+08:00,,健身中心,17,80,161
2026-08-03T08:30:00+08:00,,室內游泳池,11,50,130
2026-08-03T08:35:00+08:00,,健身中心,21,80,161
2026-08-03T08:35:00+08:00,,室內游泳池,12,50,130
2026-08-03T08:40:00+08:00,,健身中心,23,80,161
2026-08-03T08:40:00+08:00,,室內游泳池,15,50,130
2026-08-03T08:45:00+08:00,,健身中心,22,80,161
2026-08-03T08:45:00+08:00,,室內游泳池,14,50,130
2026-08-03T08:50:00+08:00,,健身中心,21,80,161
2026-08-03T08:50:00+08:00,,室內游泳池,13,50,130
2026-08-03T08:55:00+08:00,,健身中心,21,80,161
2026-08-03T08:55:00+08:00,,室內游泳池,13,50,130
2026-08-03T09:00:00+08:00,,健身中心,21,80,161
2026-08-03T09:00:00+08:00,,室內游泳池,12,50,130
2026-08-03T09:05:00+08:00,,健身中心,25,80,161
2026-08-03T09:05:00+08:00,,室內游泳池,11,50,130
2026-08-03T09:10:00+08:00,,健身中心,25,80,161
2026-08-03T09:10:00+08:00,,室內游泳池,11,50,130
2026-08-03T09:15:00+08:00,,健身中心,26,80,161
2026-08-03T09:15:00+08:00,,室內游泳池,11,50,130
2026-08-03T09:20:00+08:00,,健身中心,25,80,161
2026-08-03T09:20:00+08:00,,室內游泳池,11,50,130
2026-08-03T09:25:00+08:00,,健身中心,26,80,161
2026-08-03T09:25:00+08:00,,室內游泳池,10,50,130
2026-08-03T09:30:00+08:00,,健身中心,30,80,161
2026-08-03T09:30:00+08:00,,室內游泳池,10,50,130
2026-08-03T09:35:00+08:00,,健身中心,30,80,161
2026-08-03T09:35:00+08:00,,室內游泳池,9,50,130
2026-08-03T09:40:00+08:00,,健身中心,29,80,161
2026-08-03T09:40:00+08:00,,室內游泳池,11,50,130
2026-08-03T09:45:00+08:00,,健身中心,32,80,161
2026-08-03T09:45:00+08:00,,室內游泳池,11,50,130
2026-08-03T09:50:00+08:00,,健身中心,32,80,161
2026-08-03T09:50:00+08:00,,室內游泳池,13,50,130
2026-08-03T09:55:00+08:00,,健身中心,31,80,161
2026-08-03T09:55:00+08:00,,室內游泳池,13,50,130
2026-08-03T10:00:00+08:00,,健身中心,28,80,161
2026-08-03T10:00:00+08:00,,室內游泳池,13,50,130
2026-08-03T10:05:00+08:00,,健身中心,32,80,161
2026-08-03T10:05:00+08:00,,室內游泳池,14,50,130
2026-08-03T10:10:00+08:00,,健身中心,35,80,161
2026-08-03T10:10:00+08:00,,室內游泳池,13,50,130
2026-08-03T10:15:00+08:00,,健身中心,34,80,161
2026-08-03T10:15:00+08:00,,室內游泳池,14,50,130
2026-08-03T10:20:00+08:00,,健身中心,38,80,161
2026-08-03T10:20:00+08:00,,室內游泳池,13,50,130
2026-08-03T10:25:00+08:00,,健身中心,40,80,161
2026-08-03T10:25:00+08:00,,室內游泳池,13,50,130
2026-08-03T10:30:00+08:00,,健身中心,43,80,161
2026-08-03T10:30:00+08:00,,室內游泳池,13,50,130
2026-08-03T10:35:00+08:00,,健身中心,42,80,161
2026-08-03T10:35:00+08:00,,室內游泳池,13,50,130
2026-08-03T10:40:00+08:00,,健身中心,40,80,161
2026-08-03T10:40:00+08:00,,室內游泳池,12,50,130
2026-08-03T10:45:00+08:00,,健身中心,40,80,161
2026-08-03T10:45:00+08:00,,室內游泳池,12,50,130
2026-08-03T10:50:00+08:00,,健身中心,45,80,161
2026-08-03T10:50:00+08:00,,室內游泳池,11,50,130
2026-08-03T10:55:00+08:00,,健身中心,50,80,161
2026-08-03T10:55:00+08:00,,室內游泳池,11,50,130
2026-08-03T11:00:00+08:00,,健身中心,48,80,161
2026-08-03T11:00:00+08:00,,室內游泳池,10,50,130
2026-08-03T11:05:00+08:00,,健身中心,45,80,161
2026-08-03T11:05:00+08:00,,室內游泳池,11,50,130
2026-08-03T11:10:00+08:00,,健身中心,44,80,161
2026-08-03T11:10:00+08:00,,室內游泳池,14,50,130
2026-08-03T11:15:00+08:00,,健身中心,42,80,161
2026-08-03T11:15:00+08:00,,室內游泳池,13,50,130
2026-08-03T11:20:00+08:00,,健身中心,43,80,161
2026-08-03T11:20:00+08:00,,室內游泳池,14,50,130
2026-08-03T11:25:00+08:00,,健身中心,42,80,161
2026-08-03T11:25:00+08:00,,室內游泳池,11,50,130
2026-08-03T11:30:00+08:00,,健身中心,40,80,161
2026-08-03T11:30:00+08:00,,室內游泳池,11,50,130
2026-08-03T11:35:00+08:00,,健身中心,38,80,161
2026-08-03T11:35:00+08:00,,室內游泳池,12,50,130
2026-08-03T11:40:00+08:00,,健身中心,38,80,161
2026-08-03T11:40:00+08:00,,室內游泳池,13,50,130
2026-08-03T11:45:00+08:00,,健身中心,38,80,161
2026-08-03T11:45:00+08:00,,室內游泳池,13,50,130
2026-08-03T11:50:00+08:00,,健身中心,36,80,161
2026-08-03T11:50:00+08:00,,室內游泳池,14,50,130
2026-08-03T11:55:00+08:00,,健身中心,37,80,161
2026-08-03T11:55:00+08:00,,室內游泳池,15,50,130
2026-08-03T12:00:00+08:00,,健身中心,34,80,161
2026-08-03T12:00:00+08:00,,室內游泳池,17,50,130
2026-08-03T12:05:00+08:00,,健身中心,37,80,161
2026-08-03T12:05:00+08:00,,室內游泳池,13,50,130
2026-08-03T12:10:00+08:00,,健身中心,37,80,161
2026-08-03T12:10:00+08:00,,室內游泳池,14,50,130
2026-08-03T12:15:00+08:00,,健身中心,39,80,161
2026-08-03T12:15:00+08:00,,室內游泳池,13,50,130
2026-08-03T12:20:00+08:00,,健身中心,37,80,161
2026-08-03T12:20:00+08:00,,室內游泳池,10,50,130
2026-08-03T12:25:00+08:00,,健身中心,40,80,161
2026-08-03T12:25:00+08:00,,室內游泳池,10,50,130
2026-08-03T12:30:00+08:00,,健身中心,40,80,161
2026-08-03T12:30:00+08:00,,室內游泳池,10,50,130
2026-08-03T12:35:00+08:00,,健身中心,42,80,161
2026-08-03T12:35:00+08:00,,室內游泳池,10,50,130
2026-08-03T12:40:00+08:00,,健身中心,41,80,161
2026-08-03T12:40:00+08:00,,室內游泳池,16,50,130
2026-08-03T12:45:00+08:00,,健身中心,40,80,161
2026-08-03T12:45:00+08:00,,室內游泳池,16,50,130
2026-08-03T12:50:00+08:00,,健身中心,35,80,161
2026-08-03T12:50:00+08:00,,室內游泳池,12,50,130
2026-08-03T12:55:00+08:00,,健身中心,39,80,161
2026-08-03T12:55:00+08:00,,室內游泳池,11,50,130
2026-08-03T13:00:00+08:00,,健身中心,34,80,161
2026-08-03T13:00:00+08:00,,室內游泳池,10,50,130
2026-08-03T13:05:00+08:00,,健身中心,34,80,161
2026-08-03T13:05:00+08:00,,室內游泳池,9,50,130
2026-08-03T13:10:00+08:00,,健身中心,34,80,161
2026-08-03T13:10:00+08:00,,室內游泳池,10,50,130
2026-08-03T13:15:00+08:00,,健身中心,36,80,161
2026-08-03T13:15:00+08:00,,室內游泳池,12,50,130
2026-08-03T13:20:00+08:00,,健身中心,35,80,161
2026-08-03T13:20:00+08:00,,室內游泳池,14,50,130
2026-08-03T13:25:00+08:00,,健身中心,36,80,161
2026-08-03T13:25:00+08:00,,室內游泳池,14,50,130
2026-08-03T13:30:00+08:00,,健身中心,32,80,161
2026-08-03T13:30:00+08:00,,室內游泳池,13,50,130
2026-08-03T13:35:00+08:00,,健身中心,26,80,161
2026-08-03T13:35:00+08:00,,室內游泳池,12,50,130
2026-08-03T13:40:00+08:00,,健身中心,27,80,161
2026-08-03T13:40:00+08:00,,室內游泳池,14,50,130
2026-08-03T13:45:00+08:00,,健身中心,32,80,161
2026-08-03T13:45:00+08:00,,室內游泳池,13,50,130
2026-08-03T13:50:00+08:00,,健身中心,30,80,161
2026-08-03T13:50:00+08:00,,室內游泳池,14,50,130
2026-08-03T13:55:00+08:00,,健身中心,30,80,161
2026-08-03T13:55:00+08:00,,室內游泳池,15,50,130
2026-08-03T14:00:00+08:00,,健身中心,29,80,161
2026-08-03T14:00:00+08:00,,室內游泳池,12,50,130
2026-08-03T14:05:00+08:00,,健身中心,31,80,161
2026-08-03T14:05:00+08:00,,室內游泳池,12,50,130
2026-08-03T14:10:00+08:00,,健身中心,33,80,161
2026-08-03T14:10:00+08:00,,室內游泳池,12,50,130
2026-08-03T14:15:00+08:00,,健身中心,35,80,161
2026-08-03T14:15:00+08:00,,室內游泳池,12,50,130
2026-08-03T14:20:00+08:00,,健身中心,38,80,161
2026-08-03T14:20:00+08:00,,室內游泳池,12,50,130
2026-08-03T14:25:00+08:00,,健身中心,36,80,161
2026-08-03T14:25:00+08:00,,室內游泳池,14,50,130
2026-08-03T14:30:00+08:00,,健身中心,36,80,161
2026-08-03T14:30:00+08:00,,室內游泳池,13,50,130
2026-08-03T14:35:00+08:00,,健身中心,38,80,161
2026-08-03T14:35:00+08:00,,室內游泳池,13,50,130
2026-08-03T14:40:00+08:00,,健身中心,38,80,161
2026-08-03T14:40:00+08:00,,室內游泳池,13,50,130
2026-08-03T14:45:00+08:00,,健身中心,39,80,161
2026-08-03T14:45:00+08:00,,室內游泳池,13,50,130
2026-08-03T14:50:00+08:00,,健身中心,40,80,161
2026-08-03T14:50:00+08:00,,室內游泳池,12,50,130
2026-08-03T14:55:00+08:00,,健身中心,41,80,161
2026-08-03T14:55:00+08:00,,室內游泳池,12,50,130
2026-08-03T15:00:00+08:00,,健身中心,39,80,161
2026-08-03T15:00:00+08:00,,室內游泳池,12,50,130
2026-08-03T15:05:00+08:00,,健身中心,42,80,161
2026-08-03T15:05:00+08:00,,室內游泳池,11,50,130
2026-08-03T15:10:00+08:00,,健身中心,43,80,161
2026-08-03T15:10:00+08:00,,室內游泳池,11,50,130
2026-08-03T15:15:00+08:00,,健身中心,42,80,161
2026-08-03T15:15:00+08:00,,室內游泳池,10,50,130
2026-08-03T15:20:00+08:00,,健身中心,41,80,161
2026-08-03T15:20:00+08:00,,室內游泳池,10,50,130
2026-08-03T15:25:00+08:00,,健身中心,39,80,161
2026-08-03T15:25:00+08:00,,室內游泳池,9,50,130
2026-08-03T15:30:00+08:00,,健身中心,33,80,161
2026-08-03T15:30:00+08:00,,室內游泳池,10,50,130
2026-08-03T15:35:00+08:00,,健身中心,34,80,161
2026-08-03T15:35:00+08:00,,室內游泳池,10,50,130
2026-08-03T15:40:00+08:00,,健身中心,34,80,161
2026-08-03T15:40:00+08:00,,室內游泳池,9,50,130
2026-08-03T15:45:00+08:00,,健身中心,37,80,161
2026-08-03T15:45:00+08:00,,室內游泳池,8,50,130
2026-08-03T15:50:00+08:00,,健身中心,36,80,161
2026-08-03T15:50:00+08:00,,室內游泳池,7,50,130
2026-08-03T15:55:00+08:00,,健身中心,38,80,161
2026-08-03T15:55:00+08:00,,室內游泳池,7,50,130
2026-08-03T16:00:00+08:00,,健身中心,41,80,161
2026-08-03T16:00:00+08:00,,室內游泳池,7,50,130
2026-08-03T16:05:00+08:00,,健身中心,44,80,161
2026-08-03T16:05:00+08:00,,室內游泳池,8,50,130
2026-08-03T16:10:00+08:00,,健身中心,46,80,161
2026-08-03T16:10:00+08:00,,室內游泳池,8,50,130
2026-08-03T16:15:00+08:00,,健身中心,53,80,161
2026-08-03T16:15:00+08:00,,室內游泳池,10,50,130
2026-08-03T16:20:00+08:00,,健身中心,54,80,161
2026-08-03T16:20:00+08:00,,室內游泳池,11,50,130
2026-08-03T16:25:00+08:00,,健身中心,53,80,161
2026-08-03T16:25:00+08:00,,室內游泳池,12,50,130
2026-08-03T16:30:00+08:00,,健身中心,57,80,161
2026-08-03T16:30:00+08:00,,室內游泳池,14,50,130
2026-08-03T16:35:00+08:00,,健身中心,55,80,161
2026-08-03T16:35:00+08:00,,室內游泳池,14,50,130
2026-08-03T16:40:00+08:00,,健身中心,59,80,161
2026-08-03T16:40:00+08:00,,室內游泳池,14,50,130
2026-08-03T16:45:00+08:00,,健身中心,57,80,161
2026-08-03T16:45:00+08:00,,室內游泳池,17,50,130
2026-08-03T16:50:00+08:00,,健身中心,60,80,161
2026-08-03T16:50:00+08:00,,室內游泳池,19,50,130
2026-08-03T16:55:00+08:00,,健身中心,63,80,161
2026-08-03T16:55:00+08:00,,室內游泳池,21,50,130
2026-08-03T17:00:00+08:00,,健身中心,60,80,161
2026-08-03T17:00:00+08:00,,室內游泳池,21,50,130
2026-08-03T17:05:00+08:00,,健身中心,61,80,161
2026-08-03T17:05:00+08:00,,室內游泳池,20,50,130
2026-08-03T17:10:00+08:00,,健身中心,63,80,161
2026-08-03T17:10:00+08:00,,室內游泳池,19,50,130
2026-08-03T17:15:00+08:00,,健身中心,65,80,161
2026-08-03T17:15:00+08:00,,室內游泳池,23,50,130
2026-08-03T17:20:00+08:00,,健身中心,66,80,161
2026-08-03T17:20:00+08:00,,室內游泳池,23,50,130
2026-08-03T17:25:00+08:00,,健身中心,69,80,161
2026-08-03T17:25:00+08:00,,室內游泳池,25,50,130
2026-08-03T17:30:00+08:00,,健身中心,72,80,161
2026-08-03T17:30:00+08:00,,室內游泳池,23,50,130
2026-08-03T17:35:00+08:00,,健身中心,74,80,161
2026-08-03T17:35:00+08:00,,室內游泳池,21,50,130
2026-08-03T17:40:00+08:00,,健身中心,76,80,161
2026-08-03T17:40:00+08:00,,室內游泳池,23,50,130
2026-08-03T17:45:00+08:00,,健身中心,75,80,161
2026-08-03T17:45:00+08:00,,室內游泳池,23,50,130
2026-08-03T17:50:00+08:00,,健身中心,78,80,161
2026-08-03T17:50:00+08:00,,室內游泳池,24,50,130
2026-08-03T17:55:00+08:00,,健身中心,77,80,161
2026-08-03T17:55:00+08:00,,室內游泳池,25,50,130
2026-08-03T18:00:00+08:00,,健身中心,77,80,161
2026-08-03T18:00:00+08:00,,室內游泳池,28,50,130
2026-08-03T18:05:00+08:00,,健身中心,76,80,161
2026-08-03T18:05:00+08:00,,室內游泳池,32,50,130
2026-08-03T18:10:00+08:00,,健身中心,77,80,161
2026-08-03T18:10:00+08:00,,室內游泳池,33,50,130
2026-08-03T18:15:00+08:00,,健身中心,84,80,161
2026-08-03T18:15:00+08:00,,室內游泳池,32,50,130
2026-08-03T18:20:00+08:00,,健身中心,87,80,161
2026-08-03T18:20:00+08:00,,室內游泳池,32,50,130
2026-08-03T18:25:00+08:00,,健身中心,88,80,161
2026-08-03T18:25:00+08:00,,室內游泳池,36,50,130
2026-08-03T18:30:00+08:00,,健身中心,89,80,161
2026-08-03T18:30:00+08:00,,室內游泳池,38,50,130
2026-08-03T18:35:00+08:00,,健身中心,88,80,161
2026-08-03T18:35:00+08:00,,室內游泳池,38,50,130
2026-08-03T18:40:00+08:00,,健身中心,84,80,161
2026-08-03T18:40:00+08:00,,室內游泳池,38,50,130
2026-08-03T18:45:00+08:00,,健身中心,80,80,161
2026-08-03T18:45:00+08:00,,室內游泳池,38,50,130
2026-08-03T18:50:00+08:00,,健身中心,83,80,161
2026-08-03T18:50:00+08:00,,室內游泳池,41,50,130
2026-08-03T18:55:00+08:00,,健身中心,79,80,161
2026-08-03T18:55:00+08:00,,室內游泳池,42,50,130
2026-08-03T19:00:00+08:00,,健身中心,78,80,161
2026-08-03T19:00:00+08:00,,室內游泳池,42,50,130
2026-08-03T19:05:00+08:00,,健身中心,80,80,161
2026-08-03T19:05:00+08:00,,室內游泳池,47,50,130
2026-08-03T19:10:00+08:00,,健身中心,83,80,161
2026-08-03T19:10:00+08:00,,室內游泳池,46,50,130
2026-08-03T19:15:00+08:00,,健身中心,84,80,161
2026-08-03T19:15:00+08:00,,室內游泳池,44,50,130
2026-08-03T19:20:00+08:00,,健身中心,81,80,161
2026-08-03T19:20:00+08:00,,室內游泳池,44,50,130
2026-08-03T19:25:00+08:00,,健身中心,75,80,161
2026-08-03T19:25:00+08:00,,室內游泳池,42,50,130
2026-08-03T19:30:00+08:00,,健身中心,75,80,161
2026-08-03T19:30:00+08:00,,室內游泳池,43,50,130
2026-08-03T19:35:00+08:00,,健身中心,77,80,161
2026-08-03T19:35:00+08:00,,室內游泳池,40,50,130
2026-08-03T19:40:00+08:00,,健身中心,77,80,161
2026-08-03T19:40:00+08:00,,室內游泳池,42,50,130
2026-08-03T19:45:00+08:00,,健身中心,71,80,161
2026-08-03T19:45:00+08:00,,室內游泳池,39,50,130
2026-08-03T19:50:00+08:00,,健身中心,70,80,161
2026-08-03T19:50:00+08:00,,室內游泳池,38,50,130
2026-08-03T19:55:00+08:00,,健身中心,72,80,161
2026-08-03T19:55:00+08:00,,室內游泳池,38,50,130
2026-08-03T20:00:00+08:00,,健身中心,71,80,161
2026-08-03T20:00:00+08:00,,室內游泳池,37,50,130
2026-08-03T20:05:00+08:00,,健身中心,70,80,161
2026-08-03T20:05:00+08:00,,室內游泳池,36,50,130
2026-08-03T20:10:00+08:00,,健身中心,73,80,161
2026-08-03T20:10:00+08:00,,室內游泳池,35,50,130
2026-08-03T20:15:00+08:00,,健身中心,69,80,161
2026-08-03T20:15:00+08:00,,室內游泳池,33,50,130
2026-08-03T20:20:00+08:00,,健身中心,66,80,161
2026-08-03T20:20:00+08:00,,室內游泳池,33,50,130
2026-08-03T20:25:00+08:00,,健身中心,66,80,161
2026-08-03T20:25:00+08:00,,室內游泳池,33,50,130
2026-08-03T20:30:00+08:00,,健身中心,67,80,161
2026-08-03T20:30:00+08:00,,室內游泳池,33,50,130
2026-08-03T20:35:00+08:00,,健身中心,68,80,161
2026-08-03T20:35:00+08:00,,室內游泳池,31,50,130
2026-08-03T20:40:00+08:00,,健身中心,74,80,161
2026-08-03T20:40:00+08:00,,室內游泳池,32,50,130
2026-08-03T20:45:00+08:00,,健身中心,79,80,161
2026-08-03T20:45:00+08:00,,室內游泳池,34,50,130
2026-08-03T20:50:00+08:00,,健身中心,76,80,161
2026-08-03T20:50:00+08:00,,室內游泳池,31,50,130
2026-08-03T20:55:00+08:00,,健身中心,80,80,161
2026-08-03T20:55:00+08:00,,室內游泳池,30,50,130
2026-08-03T21:00:00+08:00,,健身中心,81,80,161
2026-08-03T21:00:00+08:00,,室內游泳池,28,50,130
2026-08-03T21:05:00+08:00,,健身中心,82,80,161
2026-08-03T21:05:00+08:00,,室內游泳池,25,50,130
2026-08-03T21:10:00+08:00,,健身中心,80,80,161
2026-08-03T21:10:00+08:00,,室內游泳池,21,50,130
2026-08-03T21:15:00+08:00,,健身中心,78,80,161
2026-08-03T21:15:00+08:00,,室內游泳池,19,50,130
2026-08-03T21:20:00+08:00,,健身中心,73,80,161
2026-08-03T21:20:00+08:00,,室內游泳池,18,50,130
2026-08-03T21:25:00+08:00,,健身中心,66,80,161
2026-08-03T21:25:00+08:00,,室內游泳池,18,50,130
2026-08-03T21:30:00+08:00,,健身中心,59,80,161
2026-08-03T21:30:00+08:00,,室內游泳池,15,50,130
2026-08-03T21:35:00+08:00,,健身中心,56,80,161
2026-08-03T21:35:00+08:00,,室內游泳池,14,50,130
2026-08-03T21:40:00+08:00,,健身中心,48,80,161
2026-08-03T21:40:00+08:00,,室內游泳池,13,50,130
2026-08-03T21:45:00+08:00,,健身中心,42,80,161
2026-08-03T21:45:00+08:00,,室內游泳池,12,50,130
2026-08-03T21:50:00+08:00,,健身中心,34,80,161
2026-08-03T21:50:00+08:00,,室內游泳池,10,50,130
2026-08-03T21:55:00+08:00,,健身中心,27,80,161
2026-08-03T21:55:00+08:00,,室內游泳池,8,50,130
2026-08-04T06:00:00+08:00,,健身中心,2,80,161
2026-08-04T06:00:00+08:00,,室內游泳池,2,50,130
2026-08-04T06:05:00+08:00,,健身中心,3,80,161
2026-08-04T06:05:00+08:00,,室內游泳池,6,50,130
2026-08-04T06:10:00+08:00,,健身中心,3,80,161
2026-08-04T06:10:00+08:00,,室內游泳池,7,50,130
2026-08-04T06:15:00+08:00,,健身中心,4,80,161
2026-08-04T06:15:00+08:00,,室內游泳池,7,50,130
2026-08-04T06:20:00+08:00,,健身中心,5,80,161
2026-08-04T06:20:00+08:00,,室內游泳池,7,50,130
2026-08-04T06:25:00+08:00,,健身中心,5,80,161
